QuestionType,Asin,AnswerTime,UnixTime,Question,AnswerType,Answer,Category
yes/no,B003IX7AIQ,"Mar 24, 2014",1395644400.0,"My hair usually gets caught in the groove between the brush head and the handle, pulling my hair out as I brush through. Will these brushes do that?",?,I have had no trouble at all with this brush. It is actually the best I've ever owned.,Beauty
open-ended,B003IX7AIQ,"Jun 6, 2013",1370502000.0,is it heavy? I have a hard time holding up and running brush through my hair when blow drying it. Does this one work pretty smooth?,,It's super light! Much Lighter than my smaller metal round brushes,Beauty
open-ended,B003IX7AIQ,"Feb 17, 2014",1392624000.0,I have long hair (a little past the bra strap) and am looking to purchase a round brush. What size would you recommend?,,"I bought the 2 1/8"" inch and it works great. My hair is much longer now but when I bought the brush it was your length, maybe a little longer. Hope this helps! :)",Beauty
yes/no,B003IX7AIQ,"Feb 15, 2014",1392451200.0,Is this a traditional barrel brush? Thank you!,?,"Not sure what you mean by traditional. This is a great round brush. Works well, isn't heavy, hair looks great, easy to handle.",Beauty
yes/no,B003IX7AIQ,"Nov 21, 2013",1385020800.0,Can anyone compare the Olivia Garden ceramic round brush with the Spornette Prego? The Olivia Garden is 2x the price. Wondering if its worth it. Thxs!,?,"Don't know anything about Spornette Prego, however, the Olivia Garden brushes are amazing. I bought two for myself and two for each of my daughters. I was very impressed. Well worth the cost.",Beauty
open-ended,B003IXP6P0,"Dec 14, 2013",1387008000.0,"Last time I checked this product ingredients, it had parabens on it. Does it still have 'em? Are you not worried about them?",,"I don't see any parabens listed in the ingredients. I am not an expert though, just a consumer that is highly satisfied with this product for keeping my excema away and overall very healthy, youthful skin.",Beauty
yes/no,B003IXP6P0,"Jul 16, 2013",1373958000.0,Do you Feel this is as good as ALL these Cremes on the market Now days for wrinkles &amp; so on? I need your input !!,?,I use it to wash my face not as a moistuizer or wrinkle preventer. I've used it off and on for a very long time. I like it for cleaning my face because it doesn't dry my skin.,Beauty
open-ended,B003IXP6P0,2 days ago,,what's the full list of ingredients?,,It looks like the packaging has changed since I last ordered mine....not sure if that means that the formulation may have changed? Might be best to contact the company...or make sure whoever provides the ingredient list to you has the current packaging.,Beauty
yes/no,B003IXP6P0,"Feb 23, 2015",1424678400.0,Does this have phenol in the ingredient list? Like the package itself you have received! Not the list on the website.,?,"Yes,this does have phenol, in the ingredient list on my noxzema jar.",Beauty
yes/no,B003IXP6P0,"Feb 6, 2014",1391673600.0,Does Noxema contain sulfer in it? At walgreens I read the ingredients and it stated that. I use to use it years back and it never had sulfer in it.,?,I just now checked all the containers of Noxzema I had purchased and none of them list that as an ingredient.,Beauty
open-ended,B003JCLP6E,"Jun 9, 2014",1402297200.0,how often do i have to use the product?,,"I use it on washed, towel-dried hair (still damp). I have coarse, dry hair so only wash my hair about twice a week.",Beauty
yes/no,B003JCLP6E,"May 7, 2014",1399446000.0,Can I use this product instead of perm to straighten my new growth,Y,"While this product does change the texture of the hair with time, it won't straighten it 100%. I've been using it since summer 2012 and my hair is still curly but more tammed and relaxed.",Beauty
yes/no,B003JCLP6E,"Oct 5, 2013",1380956400.0,Has the formula changed?,?,Not to my knowledge,Beauty
yes/no,B003JFBXMM,"Dec 30, 2013",1388390400.0,"The description says it has a touch activated power, but on my model BE47SNT it only has the power switch on the base. Do any of the models have this?",?,The power switch is in-line with the cord (a wheel-type switch similar to that used on some small table lamps). It is not touch activated.,Beauty
open-ended,B003JFBXMM,"Mar 28, 2014",1395990000.0,How tall does the whole mirror (oval and base) stand?,,"The base is 2"" high and total height is 16 "" Hope this is what you were looking for.",Beauty
open-ended,B003JFBXMM,"Sep 15, 2013",1379228400.0,How long is the cord?,,The cord is approximately 60 inches. The on/off switch is located on the cord about 6 inches from the base of the mirror.,Beauty
yes/no,B003JFBXMM,"Feb 2, 2015",1422864000.0,"I dont have good lighting around my vanity, this would be about my only source of light. Will this be bright enough for me to see when applying makeup",Y,Yes its perfect for that it lights up your face and you can see everything,Beauty
open-ended,B003JFBXMM,"Jul 15, 2014",1405407600.0,Does it have a plug in cord or batteries?,,"It's a plug in! Which i like because it's brighter than ones i've used that are batteries. But caution, it does get a little warm/kinda hot to the touch if left on a long time. Other than that, i love the heck out of this!",Beauty
yes/no,B003JFBXMM,"Jan 5, 2014",1388908800.0,does it come with the light bulbs already in them,Y,Yes though I'm not sure what kind but it works straight out of the box,Beauty
yes/no,B003JFBXMM,"Mar 27, 2013",1364367600.0,Does it have a plug outlet in the back as one reviewer stated?,?,I don't think this model does but for just a few more dollars you can get one that does,Beauty
yes/no,B003JFBXMM,"Mar 2, 2014",1393747200.0,is this too heavy for travel paked in a suitcase?,?,Its pretty heavy and cumbersome for travel- 2.6 lbs (i weighed it for you :) and quite tall too and I also think the swivel mechanism would break if you packed it and transported it in a suitcase,Beauty
open-ended,B003JFBXMM,"Aug 20, 2013",1376982000.0,The Satin Nickel has 2 descriptions one says 5x (under the picture) and one says 7x( in description) which is it?,,Magnification is 1x and 7x. My wife loves it. Nice lighted mirror.,Beauty
open-ended,B003JFBXMM,"Oct 21, 2013",1382338800.0,"In the polished chrome and oiled bronze pictures the on and off switch in on the base of the mirror, but the description for both says its on the cord",,"I got the bronze and the switch is on the base, not the cord.",Beauty
yes/no,B003JM4OCG,"Jan 1, 2014",1388563200.0,is this 125 true beige????,?,"Everything about it sucked; texture, size and color! I can't find true Max Factor! If you do, please let me know somehow!",Beauty
open-ended,B003JM4OCG,"May 5, 2014",1399273200.0,"what is the size of this product, 1oz? or sample size?",,The package says 9g. It is approx the height of a lipstick and twice as wide. I hope that helps.,Beauty
open-ended,B003JM4OCG,"Aug 1, 2013",1375340400.0,I used to use Nude Ivory 121. Does anybody know what the equivalent in the new shades is?,,I'm sorry I don't know that. I just thought they had stopped making pan stick so there is hope for me to find my shade? Haha,Beauty
open-ended,B003JM4OCG,22 days ago,,Taking a chance and trying this product... Do you apply with a makeup brush? What is the best technique to apply the pan stick?,,"No brush, I apply it with a make-up sponge.",Beauty
open-ended,B003JM4OCG,"Jan 17, 2015",1421481600.0,What is the lightest color pan stik?,,"I am a redhead. I have VERY light skin.Whenever I purchase any foundation make-up, I always get the very lightest I can find.I also have rosacea and some redness.""True Beige"" is what I use now. I used to use ""Nude Ivory"". But, when I had to start buying it from Europe, I noticed that the names of the colors were different. I found ""True Beige"" on my second order and it appears to be about the same as the old ""Nude Ivory."" LOVE IT !!",Beauty
open-ended,B003JM4OCG,"Oct 27, 2014",1414393200.0,How long does it take an order of this to arrive in the US from Ireland?,,hi 5 -8 working days.,Beauty
open-ended,B003JM4OCG,"Jun 4, 2014",1401865200.0,I used to wear #104...What shade compares to the old #104?,,What was the old 104?I will try to help if I know that.,Beauty
yes/no,B003JM4OCG,"May 5, 2014",1399273200.0,if the true beige is not the same color as it use to be..can someone recommend what color is close to the true beige color? Thank you..,?,It seems the same to me. I purchase it all the time.,Beauty
yes/no,B003JM4OCG,"Feb 7, 2014",1391760000.0,Do you still have the suntone ??,N,Unfortuanately we do not stock this shade,Beauty
open-ended,B003JM4OCG,"Nov 24, 2013",1385280000.0,What is the weight of the product? Not the total with packaging but the actual product?,,9g,Beauty
open-ended,B003JMWU1S,"Aug 25, 2013",1377414000.0,Does this iron have an automatic shutoff? Or does it stay on forever until you turn it off?,,It does not. I have accidentally left it on before and have come back 8 hours later to it still fully heated and on.,Beauty
open-ended,B003JMWU1S,"Nov 18, 2014",1416297600.0,When you heat the iron to 400+ is it normal for the back parts of the plates (on the outside white part of flat iron) to get very hot?,,Yes,Beauty
open-ended,B003JMWU1S,"Dec 6, 2014",1417852800.0,Is this a duel votage iron? Could I use it in Europe?,,I am so sorry. I really don't know. :( Wish I could be more help. t.,Beauty
yes/no,B003JMWU1S,"Oct 9, 2014",1412838000.0,"My iron plates do not touch &amp; have gap, plates not even &amp; go inwards when touched too, is this defective?",?,"I am thinking you got a defective product because mine works perfectly with no gaps, etc.",Beauty
yes/no,B003JMWU1S,"Oct 9, 2014",1412838000.0,"My iron came in a box with a square plastic hole in middle without outer plastic wrapping, is this normal?",?,Perfect,Beauty
open-ended,B002FW7WWU,"Mar 22, 2015",1427007600.0,What system does this phone in particular use? BIS?,,Yes,Cell Phones and Accessories
open-ended,B002FW7WWU,"Sep 1, 2014",1409554800.0,This works in Colombia(south amercia) with Movistar or Comcel??,,"Yes this working in South America (Peru,Colombia;etc)",Cell Phones and Accessories
